X,Y,Name,description,altitudeMode,ADDRESS,PKNRD,LONGNAME,LINES,STATION_ID,POINT_X,POINT_Y,ADA,GTFS,Field_1,Latitude,Longitude,Accuracy Score,Zip
-87.62820914,41.87690834,Library,,clampToGround,26 W. Van Buren Street,No,Library,"Brown, Orange, Pink, Purple (Express)",850,1176281.207,1898524.192,ADA Accessible,40850,Library,41.876925,-87.628572,1,60604
-87.62580935,41.76836786,69th,,clampToGround,15 W. 69th Street,No,69th,Red Line,990,1177260.463,1858977.893,ADA Accessible,40990,69th,41.768515,-87.625595,1,60621
-87.73795637,41.78661355,Midway,,clampToGround,4612 W. 59th Street,Yes,Midway Airport,Orange Line,930,1146620.917,1865394.755,ADA Accessible,40930,Midway,41.786715,-87.738044,1,60629
-87.6481311,41.84690144,Halsted,,clampToGround,2520 S. Archer Avenue,Yes,Halsted-Midway,Orange Line,1130,1170942.966,1887545.796,ADA Accessible,41130,Halsted,41.846928,-87.648085,1,60608
-87.6759741,41.85451486,Damen,,clampToGround,2010 S. Damen Avenue,No,Damen,Pink,210,1163335.476,1890260.805,ADA Accessible,40210,Damen,41.854625,-87.675743,1,60608
-87.71488026,41.85399195,Central Park,,clampToGround,1915 S. Central Park Avenue,No,Central Park,Pink,780,1152737.529,1889991.516,ADA Accessible,40780,Central Park,41.854002,-87.715017,1,60623
-87.72432673,41.85385683,Pulaski,,clampToGround,2005 S. Pulaski Road,No,Pulaski-Douglas,Pink,150,1150164.332,1889923.883,ADA Accessible,40150,Pulaski,41.853535,-87.724532,1,60623
-87.73326366,41.85375069,Kostner,,clampToGround,2019 S. Kostner Avenue,No,Kostner,Pink,600,1147729.864,1889868.063,ADA Accessible,40600,Kostner,41.853522,-87.733282,1,60623
-87.74534201,41.85192471,Cicero,,clampToGround,2133 S. 48th Court,No,Cicero-Douglas,Pink,420,1144443.844,1889179.921,ADA Accessible,40420,Cicero,41.852165,-87.74521,1,60804
-87.63096783,41.8532058,Cermak-Chinatown,,clampToGround,138 W. Cermak Road,No,Cermak-Chinatown,Red Line,1000,1175600.578,1889880.866,ADA Accessible,41000,Cermak-Chinatown,41.853628,-87.631112,1,60616
-87.74722101,42.02624389,Oakton-Skokie,,clampToGround,4802 W Oakton,No,Oakton-Skokie,Yellow Line,1680,1143497.614,1952698.681,ADA Accessible,41680,Oakton-Skokie,42.026634,-87.746659,1,60077
-87.65212799,41.88557679,Morgan,,clampToGround,1000 W Lake St,No,Morgan,"Green (Lake), Pink",1510,1169742.119,1901630.358,ADA Accessible,41510,Morgan,41.885363,-87.651979,1,60607
-87.62640238,41.85311508,Cermak-McCormick Pl,,clampToGround,12 E. Cermak Rd.,No,Cermak-McCormick Place,Green Line,1690,1176844.653,1889858.017,ADA Accessible,41690,Cermak-McCormick Pl,41.853067,-87.626285,1,60616
